OrderDetailID,OrderID,ProductName,ProductType,Quantity
348,237,[Mã ELFLASH1 hoàn 10K xu đơn 20K] Keo Tản Nhiệt CPU HY510 10 Gam Tốt,,1
349,237,[Mã ELFLASH1 hoàn 10K xu đơn 20K] Dây nguồn máy tính tốt 1.8m,,1
350,237,[Mã ELFLASH1 hoàn 10K xu đơn 20K] Cáp SATA Asus zin theo main - Dây SATA máy tính,,3
351,238,Tạ tay nhựa 5kg phucthanhsport ( 1 cục 5kg),,1
352,238,Tạ tay nhựa 7kg PT SPORT (1 cục 7kg),,1
353,239,[Freeship] Sandal Nam Nữ ZX3408 - 3 quai - Full Black - phong cách streetwear,"FULL BLACK,40",1
354,240,Lens cáp trước không chữ cho máy ảnh size 37-40.5-43-46-49-52-55-58-62-67-72-77-82mm,52,1
355,240,Hạt hút ẩm xanh đổi màu chống ẩm 100 - 500gram,100g,1
356,240,Hotshoe Che Chân Đèn Flash có giọt nước và trơn,Có giọt nước,1
357,240,"Miếng dán màn hình từ tính cho máy ảnh canon, nikon, sony",sony 3.0 inch,1
358,241,Chuột quang có dây A4Tech OP720 - USB (Hãng phân phối chính thức),,1
359,242,Thắt lưng nam da thật Anh Tho Leather - P103,,1
360,243,ĐÈN BẮT MUỖI DIỆT CÔN TRÙNG ĐA NĂNG COMET CM069,,1
361,244,Tạ tay cát bọc nhựa 3kg,,1
362,244,Tạ nhựa cầm tay 5 kg (nhựa bọc cát),,1
363,244,Tạ nhựa cầm tay 4kg (nhựa bọc cát),,1
364,245,SỔ LÒ XO A4 DÀY / MỎNG,DÀY 200 TRA,2
365,246,Bóp tay lò xo gỗ,,1
366,246,Tạ tay cát bọc nhựa 3kg,,1
367,246,Tạ nhựa cầm tay 2kg (nhựa bọc cát),,1
368,246,Tạ nhựa cầm tay 1kg (nhựa bọc cát),,1
369,247,[NAM] Quần Jogger Kaki Khóa Zip hàng có sẵn form 45-90kg,"Đen,S",1
370,248,[Flash Sale] Đồng Hồ Đo Điện Vạn Năng Mini DT830B,Đồng hồ  có pin,1
371,249,Kệ sắt treo quần áo Suoernuo SN0402,Black,1
372,250,[Mã ELCB10 hoàn xu 10K đơn 0đ] Đèn chụp ảnh LED CTOY ulanzi VL49 Mini LED 6W có thể điều chỉnh độ sáng 5500K CRI95 + Pin lithium có thể sạc lại,Black,1
373,251,Kính lọc Filter CPL K&F Concept  hàng chính hãng - size 49mm đến 82mm,52 mm,1
374,252,[Free ship] Sạc dự phòng Mi gen 2S 10000 mAh,Xanh đen,1
375,253,[NAM] Quần Jogger Kaki Khóa Zip hàng có sẵn form 45-90kg,"Xanh đen,S",1
376,253,[NAM] Quần Jogger Kaki Khóa Zip hàng có sẵn form 45-90kg,"Xám đậm,S",1
377,254,"Quần đùi nam kaki nhiều màu, hàng không co dãn lưng chun phong cách trẻ trung size từ 27 đến 32-XM047","xanh đen,28",1
378,254,"Quần đùi nam kaki nhiều màu, hàng không co dãn lưng chun phong cách trẻ trung size từ 27 đến 32-XM047","đen,28",1
379,255,"Áo Polo Nam Thun Cá Sấu Cao Cấp, Vải Mịn Không Xù Thoáng Mát (Nhiều màu)","Xanh ,M (45-55kg)",1
380,256,Dây cáp mở rộng Ugreen 3.5MM AUX đa năng,2M/Mic Blue,1
381,257,Quần short kaki nam LADOS-4024,"Nâu Đậm,28",1
382,257,Quần short kaki nam LADOS-4024,"Tím,28",1
383,258,Vòng điều hợp lọc ảnh bằng kim loại 52mm cho Sony RX100M5 / RX100M6 / RX100 V / RX100 VI,,1
384,259,Kính lọc Filter MECO S-MC-UV Chất Lượng Cao Của Mỹ,52,1
385,260,Áo sơ mi nam cao cấp tay dài LADOS-523,"Đỏ dô,L",1
386,260,Quần short kaki nam LADOS-4024,"Kem,28",1
387,261,Áo sơ mi nam cao cấp tay dài LADOS-523,"Đen,L",1
388,262,Card mở rộng PCIE Express 3.0 SATA III 6G,,1
389,263,Ly (cốc) sứ giữ nhiệt nắp tráng gương cao cấp,,2
390,264,Giắc cắm dây cáp âm thanh vuông góc 90 độ,3pole,1
391,265,Kẹp gắn điện thoại máy tính bảng iPad Mini Air Pro,,1
392,266,Đầu chuyển chân Flash (Hot Shoe) lên ren máy ảnh 1/4,,1
393,267,Áo sơ mi nam cao cấp tay dài LADOS-523,"Xanh Đen,M",1
394,268,Áo sơ mi nam cao cấp tay dài LADOS-523,"Xanh Đen,L",1
395,269,"Cốc sạc củ sạc 1 cổng USB, dòng điện đầu ra 1A dùng cho điện thoại máy tính bảng BOROFONE BA10",,1
396,270,"Micro BOYA BY-MM1 Thu Âm Chuyên Nghiệp Cho Máy Ảnh DSLR, Camera, Điện Thoại",,1
397,271,[Mã ELCB07 hoàn 15% xu đơn 99k] Cáp âm thanh cổng Micro USB sang giắc 3.5mm,,2
398,272,[Mã THANU2205 giảm 5% đơn 100K] Tay cầm mở rộng hình chữ L dành cho SONY RX100 VII UURig R017 (FUUS8),,1
399,273,Đế gắn chân máy ảnh cho tripod 600 668 800 690 LEDs,The new 690,2
400,274,Oy*Andoer Aluminium Alloy Panoramic Tripod Ball Head Ballhead Mount Adapter 360° Rotating with Quick Release Plate 3kg/6.6lbs Load Capacity,Black,1
401,275,Kem sẹo scar esthetique Mỹ,,1
402,276,"[CHỐNG NƯỚC] Lót chuột, bàn di chuột game cỡ lớn","ROG-9,80x30x0.3",1
403,277,Dây Đeo Máy Ảnh Thao Tác Nhanh Leash - Peak Design (có clip review),,1
404,278,Chân đế máy ảnh Tripod Ballhead Mini Octopus Flexible (Giao Màu Ngẫu Nhiên) - HÀNG NHẬP KHẨU,,1
405,279,dây đeo máy ảnh thao tác nhanh bản 2.5cm,đen,1
406,280,Đệm Mút Da Bọc Tai Nghe 10x7.5 cm Headphones dạng Oval bầu bục,Đen,1
407,281,[SỈ/LẺ] Micro không dây đeo tai Shubole T1,,1
408,282,"Cục enter , nút enter siêu bự",,1
409,283,trò chơi xếp cốc tốc độ,xanh dương,1
410,284,Đồng hồ báo thức 2 quả chuông kèm đèn kiểu cổ điển  để bàn tiện lợi -Hàng cao cấp loại 1 chính hãng Hanlintime-dc3275,Đen,1
411,285,Máy ảnh Sony WX500,"Máy mới mua, màu đen",1
